MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,ElectoralDiv,FullBedrooms,OtherRooms,HouseNumber,NumSum,LotArea
C4647198,M2R2H4,2348000,Single Family,"17 DROMORE CRES|Toronto, Ontario M2R2H4",-79.4405998,43.77648920000001,House,7.0,4 + 1,2.0,60.01 x 125 FT,RE/MAX ROYAL PROPERTIES REALTY,Willowdale,4,1,17.0,8.0,7501.25
E4647044,M1T1R9,1459000,Single Family,"9 CASTLEDENE CRES|Toronto, Ontario M1T1R9",-79.3182347,43.7807145,House,4.0,4 + 1,2.0,55 x 110 FT,MY MOVE REALTY,Scarborough--Agincourt,4,1,9.0,9.0,6050.0
C4646931,M2N4A9,3188000,Single Family,"182 NORTON AVE|Toronto, Ontario M2N4A9",-79.4017244,43.7748292,House,6.0,4 + 1,2.0,43.05 x 138.72 FT,ROYAL LEPAGE SIGNATURE REALTY,Willowdale,4,1,182.0,2.0,5971.896
C4646531,M3A3K6,889000,Single Family,"112 FENELON DR|Toronto, Ontario M3A3K6",-79.33835069999998,43.7618956,House,2.0,3 + 1,1.0,18.6 x 175.37 FT ; Pie-Shape 18.62X181.29X24.58X84.85X154.3,BAY STREET GROUP INC.,Don Valley East / Don Valley-Est,3,1,112.0,4.0,3261.8820000000005
N4645836,L4K2E4,1048000,Single Family,"109 PRAIRIE DUNES PL|Vaughan, Ontario L4K2E4",-79.485043,43.793422799999995,House,5.0,4 + 1,3.0,31.5 x 93.5 FT,RE/MAX REALTRON REALTY INC.,Thornhill,4,1,109.0,1.0,2945.25
C4646002,M2P1S4,3498000,Single Family,"138 UPPER CANADA DR|Toronto, Ontario M2P1S4",-79.3994556,43.7581598,House,7.0,5 + 2,2.0,60 x 150 FT,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,5,2,138.0,3.0,9000.0
C4645666,M2J3K3,1199000,Single Family,"10 AXSMITH CRES|Toronto, Ontario M2J3K3",-79.35256209999999,43.788195200000004,House,4.0,4 + 2,,60 x 100 FT,REAL ONE REALTY INC.,Don Valley North / Don Valley-Nord,4,2,10.0,1.0,6000.0
N4645444,L4J1C1,3380000,Single Family,"231 ARNOLD AVE|Vaughan, Ontario L4J1C1",-79.4445506,43.8068903,House,8.0,4 + 1,2.0,100 x 150 FT,CENTURY 21 HERITAGE GROUP LTD.,Thornhill,4,1,231.0,6.0,15000.0
C4645245,M2R2J3,1348000,Single Family,"11 DALLAS RD|Toronto, Ontario M2R2J3",-79.43432440000002,43.781572,House,2.0,3,2.0,54.79 x 124.75 FT ; Pie Shaped-Widens At Rear To Approx 67Ft,ROYAL LEPAGE YOUR COMMUNITY REALTY,Willowdale,3,0,11.0,2.0,6835.0525
C4644934,M2R1K2,1999000,Single Family,"159 YORKVIEW DR|Toronto, Ontario M2R1K2",-79.4387167,43.7720174,House,4.0,3 + 3,1.0,60 x 125 FT,FOREST HILL REAL ESTATE INC.,Willowdale,3,3,159.0,6.0,7500.0
C4644852,M2N2M4,2288000,Single Family,"9 EVAN RD|Toronto, Ontario M2N2M4",-79.4254747,43.7554569,House,6.0,4,2.0,50.17 x 120.07 FT,CENTURY 21 KING'S QUAY REAL ESTATE INC.,Willowdale,4,0,9.0,9.0,6023.9119
E4606993,M1W1V6,990000,Single Family,"37 SILVER SPRUCE DR|Toronto, Ontario M1W1V6",-79.324485,43.801780900000004,House,8.0,7 + 2,2.0,50 x 110 FT,HOMELIFE NEW WORLD REALTY INC.,Scarborough--Agincourt,7,2,37.0,1.0,5500.0
C4644555,M3B3G2,3480000,Single Family,"36 COSMIC DR|Toronto, Ontario M3B3G2",-79.3735125,43.7503809,House,5.0,5 + 1,2.0,51.44 x 104.6 FT ; Pies Out To 101.55 Ft. Rear Width,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,5,1,36.0,9.0,5380.624
E4644110,M1W1Y2,799000,Single Family,"22 HILDENBORO SQ|Toronto, Ontario M1W1Y2",-79.3208757,43.8021801,House,1.0,3 + 2,1.0,30.22 x 113.26 FT ; Irregular,HOMELIFE LANDMARK REALTY INC.,Scarborough--Agincourt,3,2,22.0,4.0,3422.7172
N4643826,L4J5V2,1339000,Single Family,"8 GAILCREST CIRC|Vaughan, Ontario L4J5V2",-79.44487480000002,43.802260600000004,House,4.0,4 + 1,2.0,8.31 x 30 M,CENTURY 21 ATRIA REALTY INC.,Thornhill,4,1,8.0,8.0,249.3
C4643638,M2L2P9,2050000,Single Family,"30 ELLIOTWOOD CRT|Toronto, Ontario M2L2P9",-79.3651327,43.7593858,House,4.0,5,2.0,"36.96 x 129.85 FT ; Rear 72.75 + 56.98 Ft, South 127.97 Ft",RE/MAX PROFESSIONALS INC.,Don Valley West / Don Valley-Ouest,5,0,30.0,3.0,4799.256
C4643398,M2R1L7,2600000,Single Family,"84 BEVDALE RD|Toronto, Ontario M2R1L7",-79.4342804,43.7747263,House,6.0,4 + 2,2.0,"50 x 150 FT ; Extra Deep Lot!Fence,Deck,Gate In Bckyrd",RE/MAX REALTRON BIJAN BARATI REAL ESTATE,Willowdale,4,2,84.0,3.0,7500.0
C4643275,M2N4N1,2988000,Single Family,"250 HOLMES AVE|Toronto, Ontario M2N4N1",-79.3966424,43.7819115,House,7.0,5 + 2,2.0,"50 x 160 FT ; Landscapd Extra Deep Lot!Fenc,Deck,Patio",RE/MAX REALTRON BIJAN BARATI REAL ESTATE,Willowdale,5,2,250.0,7.0,8000.0
C4642901,M2N1Y4,1259000,Single Family,"240 ELLERSLIE AVE|Toronto, Ontario M2N1Y4",-79.42500390000002,43.7692013,House,2.0,3,1.0,35.01 x 146 FT,IPRO REALTY LTD.,Willowdale,3,0,240.0,6.0,5111.46
C4642824,M2R2G4,1598000,Single Family,"41 GLENBOROUGH PARK CRES|Toronto, Ontario M2R2G4",-79.4346321,43.7767932,House,3.0,3,1.5,60 x 125 FT,IPRO REALTY LTD.,Willowdale,3,0,41.0,5.0,7500.0
N4642183,L3T5T5,1588000,Single Family,"14 GROSVENOR CRT|Markham, Ontario L3T5T5",-79.3792515,43.80749829999999,House,3.0,3,2.5,20.51 x 119.13 FT,FOREST HILL REAL ESTATE INC.,Markham--Thornhill,3,0,14.0,5.0,2443.3563
C4641886,M2L2C3,3250000,Single Family,"11 JUNEWOOD CRES|Toronto, Ontario M2L2C3",-79.37291040000002,43.7558044,House,5.0,5 + 2,2.0,64.99 x 129.47 FT ; Pies Out To 141,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,5,2,11.0,2.0,8414.255299999999
C4641789,M2M2L3,1288000,Single Family,"42 CENTRE AVE|Toronto, Ontario M2M2L3",-79.41640799999998,43.7923061,House,2.0,3 + 3,1.0,50 x 101.3 FT,ROYAL LEPAGE NEW CONCEPT,Willowdale,3,3,42.0,6.0,5065.0
C4641510,M2R1J8,3348000,Single Family,"60 YORKVIEW DR|Toronto, Ontario M2R1J8",-79.429928,43.7733591,House,6.0,4 + 1,2.0,"50 x 175 FT ; Regular-South Facing, Fenced, Large Deck",ROYAL LEPAGE TERREQUITY REALTY,Willowdale,4,1,60.0,6.0,8750.0
C4641440,M2P1G8,3479000,Single Family,"171 OWEN BLVD|Toronto, Ontario M2P1G8",-79.38866490000002,43.750250799999996,House,7.0,5 + 2,2.0,60 x 181.5 FT,RE/MAX REALTRON REALTY INC.,Don Valley West / Don Valley-Ouest,5,2,171.0,9.0,10890.0
C4641406,M2K2A7,2350000,Single Family,"17 VIAMEDE CRES|Toronto, Ontario M2K2A7",-79.3797729,43.782188500000004,House,3.0,3 + 2,1.0,70.67 x 153.09 FT,ROYAL LEPAGE SIGNATURE WALKER REALTY,Don Valley North / Don Valley-Nord,3,2,17.0,8.0,10818.8703
C4641380,M3A3G4,2380000,Single Family,"7 TETBURY CRES|Toronto, Ontario M3A3G4",-79.33908079999998,43.754101500000004,House,3.0,5 + 1,,85 x 128 FT ; .,BAY STREET GROUP INC.,Don Valley East / Don Valley-Est,5,1,7.0,7.0,10880.0
C4641331,M2M3C1,2888000,Single Family,"908 WILLOWDALE AVE|Toronto, Ontario M2M3C1",-79.4088007,43.7847559,House,7.0,4 + 1,2.0,50 x 120 FT ; Lux Brand New Home On 50' Lot,RE/MAX REALTRON REALTY INC.,Willowdale,4,1,908.0,8.0,6000.0
C4641339,M2H1S4,2250000,Single Family,"18 JANUS CRT|Toronto, Ontario M2H1S4",-79.369457,43.8067091,House,4.0,5 + 1,2.0,"65.93 x 131.91 FT ; *Twp Of York/North York, City Of Toronto",HARVEY KALLES REAL ESTATE LTD.,Don Valley North / Don Valley-Nord,5,1,18.0,9.0,8696.8263
C4641310,M2R3S8,1599000,Single Family,"20 PARRAVANO CRT|Toronto, Ontario M2R3S8",-79.43353309999998,43.76833189999999,House,4.0,4 + 1,2.0,45.05 x 143.41 FT ; Irreg 98.62 Ft X 93.07 Ft,SUTTON GROUP-ADMIRAL REALTY INC.,Willowdale,4,1,20.0,2.0,6460.620499999999
E4640484,M1T3S2,929000,Single Family,"24 BEAMSVILLE DR|Toronto, Ontario M1T3S2",-79.3209637,43.7796036,House,2.0,4,1.0,33.58 x 127.78 FT,PAUL THAPAR REAL ESTATE INC.,Scarborough--Agincourt,4,0,24.0,6.0,4290.8524
C4639821,M3H3V9,3999990,Single Family,"60 CODSELL AVE|Toronto, Ontario M3H3V9",-79.4438198,43.75797,House,7.0,4 + 1,2.0,63.32 x 155.63 FT,RE/MAX PREMIER INC.,York Centre / York-Centre,4,1,60.0,6.0,9854.4916
C4639350,M2K2K1,1848000,Single Family,"52 ARGONNE CRES|Toronto, Ontario M2K2K1",-79.3881933,43.7952698,House,5.0,5 + 1,2.0,54.29 x 127 FT ; Rear 91.67,RE/MAX REALTRON ELI BAKHTIARI TEAM REALTY,Don Valley North / Don Valley-Nord,5,1,52.0,7.0,6894.83
C4639233,M3H1N4,1599000,Single Family,"16A RESOLUTION CRES|Toronto, Ontario M3H1N4",-79.3623920448441,43.799433534699794,House,4.0,3 + 1,2.0,60 x 131.25 FT ; Slightly Pie Shaped Irregular,RE/MAX HALLMARK REALTY LTD.,Don Valley North / Don Valley-Nord,3,1,16.0,7.0,7875.0
C4638991,M2R2K6,2280000,Single Family,"425 DREWRY AVE|Toronto, Ontario M2R2K6",-79.43811559999997,43.7823232,House,6.0,4 + 2,2.0,45 x 162 FT,RE/MAX HALLMARK REALTY LTD.,Willowdale,4,2,425.0,2.0,7290.0
C4638879,M3H2R3,2639999,Single Family,"31 NORCROSS RD|Toronto, Ontario M3H2R3",-79.4540175,43.7509266,House,5.0,4 + 1,2.0,52.99 x 150 FT,EXP REALTY,York Centre / York-Centre,4,1,31.0,4.0,7948.5
C4638852,M2L1Z6,3698000,Single Family,"15 BERKINDALE DR|Toronto, Ontario M2L1Z6",-79.38346779999998,43.7539818,House,6.0,5 + 2,2.0,75.6 x 151 FT ; None,RE/MAX REALTRON COMMERCIAL REALTY CORP.,Don Valley West / Don Valley-Ouest,5,2,15.0,6.0,11415.599999999999
C4638722,M2M1M9,2858000,Single Family,"40 MOORE PARK AVE|Toronto, Ontario M2M1M9",-79.42222170000002,43.793184600000004,House,6.0,4 + 2,2.0,48 x 137 FT,RE/MAX HALLMARK REALTY LTD.,Willowdale,4,2,40.0,4.0,6576.0
C4638714,M2L2G3,4880888,Single Family,"6 BAYTREE CRES|Toronto, Ontario M2L2G3",-79.3856444,43.75370770000001,House,8.0,4 + 2,2.0,"62.52 x 125.75 FT ; West Depth 120.45, Rear 62.59",RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,4,2,6.0,6.0,7861.89
C4638540,M2N3J4,2158000,Single Family,"190 ALFRED AVE|Toronto, Ontario M2N3J4",-79.39792209999997,43.7681064,House,5.0,5 + 1,2.0,50 x 114.12 FT,HOMECOMFORT REALTY INC.,Willowdale,5,1,190.0,1.0,5706.0
C4638416,M3H4T5,1149000,Single Family,"2 ARTREEVA DR|Toronto, Ontario M3H4T5",-79.4522593,43.764970500000004,House,3.0,3 + 2,1.0,50.82 x 131 FT ; 56.90 Ft X 137.76 Ft X 34.67 Ft Mpac,RE/MAX REALTRON ROBERT KROLL REALTY,York Centre / York-Centre,3,2,2.0,2.0,6657.42
C4637979,M2K1M4,1899000,Single Family,"37 HAWKSBURY DR|Toronto, Ontario M2K1M4",-79.38137840000002,43.7731498,House,3.0,3,1.0,64 x 119 FT,ROYAL LEPAGE TERREQUITY REALTY,Don Valley North / Don Valley-Nord,3,0,37.0,1.0,7616.0
C4637604,M2L2H1,3390000,Single Family,"88 FIFESHIRE RD|Toronto, Ontario M2L2H1",-79.38874609999998,43.7604689,House,4.0,4 + 1,1.0,124.21 x 160.34 FT ; Pie-Shaped Lot:Huge Land-3Cars Garage,FOREST HILL REAL ESTATE INC.,Don Valley West / Don Valley-Ouest,4,1,88.0,7.0,19915.8314
C4637593,M2N4A6,2798000,Single Family,"150 NORTON AVE|Toronto, Ontario M2N4A6",-79.40393,43.7741001,House,5.0,4 + 1,2.0,42.29 x 104 FT,RE/MAX HALLMARK REALTY LTD.,Willowdale,4,1,150.0,6.0,4398.16
C4637191,M2R3S9,899000,Single Family,"163 HIDDEN TR|Toronto, Ontario M2R3S9",-79.46000500000002,43.784841799999995,House,4.0,3,2.0,24.02 x 156 FT,ROYAL LEPAGE FLOWER CITY REALTY,York Centre / York-Centre,3,0,163.0,1.0,3747.12
C4637081,M3A2S5,1188800,Single Family,"1 TRUXFORD RD|Toronto, Ontario M3A2S5",-79.3283801,43.7583033,House,1.0,3,,72.06 x 111.3 FT,ROYAL LEPAGE EXCEPTIONAL REAL ESTATE SERVICES,Don Valley East / Don Valley-Est,3,0,1.0,1.0,8020.278
C4637035,M2K1P7,2388000,Single Family,"206 BURBANK DR|Toronto, Ontario M2K1P7",-79.3879878,43.7811289,House,3.0,3,,68.5 x 135 FT ; Irreg.,RE/MAX REALTRON ELI BAKHTIARI TEAM REALTY,Don Valley North / Don Valley-Nord,3,0,206.0,8.0,9247.5
C4636652,M2L2J9,7998000,Single Family,"47 OLD COLONY RD|Toronto, Ontario M2L2J9",-79.3814444,43.7577138,House,8.0,6 + 1,2.5,102.23 x 173.06 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,6,1,47.0,2.0,17691.9238
C4636483,M2R1L7,2689000,Single Family,"54 BEVDALE RD|Toronto, Ontario M2R1L7",-79.4315547,43.7753229,House,8.0,4 + 2,2.0,50 x 150 FT ; *City Of Toronto,HARVEY KALLES REAL ESTATE LTD.,Willowdale,4,2,54.0,9.0,7500.0
C4636473,M2N1G5,2498000,Single Family,"191 FLORENCE AVE|Toronto, Ontario M2N1G5",-79.4195518,43.7559302,House,5.0,4 + 1,2.0,40 x 130 FT,ROYAL LEPAGE/J & D DIVISION,Willowdale,4,1,191.0,2.0,5200.0
C4636392,M3B3C2,2299800,Single Family,"63 AMES CIRC|Toronto, Ontario M3B3C2",-79.369325,43.7510103,House,3.0,4 + 1,2.0,48.52 x 158 FT ; Resort-Like Priv Yd. Rear117Ft. S 122Ft,ECKO JAY REALTY LTD.,Don Valley West / Don Valley-Ouest,4,1,63.0,9.0,7666.160000000001
C4636341,M3A1W2,1259000,Single Family,"76 OVERBANK CRES|Toronto, Ontario M3A1W2",-79.3262408,43.7542914,House,2.0,3 + 1,,52 x 111.21 FT,ROYAL LEPAGE EXCEPTIONAL REAL ESTATE SERVICES,Don Valley East / Don Valley-Est,3,1,76.0,4.0,5782.92
C4635623,M2J3L4,1020000,Single Family,"34 PINDAR CRES|Toronto, Ontario M2J3L4",-79.32659759999999,43.778507399999995,House,3.0,3 + 1,,32 x 115 FT,HOMELIFE BEST CHOICE REALTY,Don Valley North / Don Valley-Nord,3,1,34.0,7.0,3680.0
C4634824,M2P1K2,2199000,Single Family,"47 TOURNAMENT DR|Toronto, Ontario M2P1K2",-79.3990319,43.7506554,House,3.0,4,,50 x 120 FT,MAX REALTY SOLUTIONS LTD.,Don Valley West / Don Valley-Ouest,4,0,47.0,2.0,6000.0
C4634646,M2P1V3,2380000,Single Family,"272 UPPER HIGHLAND CRES|Toronto, Ontario M2P1V3",-79.39854270000002,43.7503253,House,6.0,5 + 1,2.0,49.58 x 122.91 FT,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,5,1,272.0,2.0,6093.877799999999
C4634060,M2J3M2,2280000,Single Family,"165 OLD SHEPPARD AVE|Toronto, Ontario M2J3M2",-79.3279895,43.77974329999999,House,6.0,4 + 1,2.0,"54 x 164.9 FT ; 164.95 Ft X 54.03,164.99 Ft X 59.01 Ft",HOMELIFE NEW WORLD REALTY INC.,Don Valley North / Don Valley-Nord,4,1,165.0,3.0,8904.6
C4633961,M2N4N8,2788000,Single Family,"106 OLIVE AVE|Toronto, Ontario M2N4N8",-79.40788590000003,43.780547799999994,House,6.0,5 + 2,2.0,50 x 160 FT ; Premium Lot 50X160,RE/MAX REALTRON BILL THOM GROUP REALTY INC.,Willowdale,5,2,106.0,7.0,8000.0
C4633463,M3A2T3,2680000,Single Family,"119 BROOKBANKS DR|Toronto, Ontario M3A2T3",-79.3273459,43.7539104,House,6.0,5 + 1,2.0,59.75 x 116.6 FT,ENGEL & VOLKERS RICHMOND HILL,Don Valley East / Don Valley-Est,5,1,119.0,2.0,6966.849999999999
E4633171,M1W1M6,1139000,Single Family,"133 COLLINGSBROOK BLVD|Toronto, Ontario M1W1M6",-79.3162539,43.7912482,House,4.0,4 + 1,2.0,77.97 x 96.2 FT ; Rear 90.10 Feet,RE/MAX CROSSROADS REALTY INC.,Scarborough--Agincourt,4,1,133.0,7.0,7500.714
C4633182,M2R1E7,2850000,Single Family,"322 CHURCHILL AVE|Toronto, Ontario M2R1E7",-79.4368632,43.768448,House,6.0,4 + 1,2.0,50 x 140 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Willowdale,4,1,322.0,7.0,7000.0
C4632949,M2H3M9,1750000,Single Family,"21 EQUESTRIAN CRT|Toronto, Ontario M2H3M9",-79.3740322,43.8067315,House,4.0,5,2.0,36.12 x 111.63 FT ; Pie-Shaped-94.58Ft On Back:Irregular,FOREST HILL REAL ESTATE INC.,Don Valley North / Don Valley-Nord,5,0,21.0,3.0,4032.0755999999997
C4631776,M3H5L2,1399000,Single Family,"26 CEDAR SPRINGS GRVE|Toronto, Ontario M3H5L2",-79.4594675,43.769450899999995,House,4.0,3 + 1,1.0,57.25 x 120 FT ; Irregular Premium Lot As Per Survey,RE/MAX REALTRON RANDY COHEN HOMES REALTY,York Centre / York-Centre,3,1,26.0,8.0,6870.0
C4631611,M2R1H8,1939999,Single Family,"454 HOUNSLOW AVE|Toronto, Ontario M2R1H8",-79.43705,43.7708049,House,5.0,4 + 1,2.0,50 x 131 FT ; *Toronto (N York) City Of Toronto,ROYAL LEPAGE YOUR COMMUNITY REALTY,Willowdale,4,1,454.0,4.0,6550.0
C4631059,M2N3S8,3688000,Single Family,"362 PRINCESS AVE|Toronto, Ontario M2N3S8",-79.39380229999998,43.7727616,House,7.0,4 + 1,2.0,50 x 131.58 FT ; Reg Lot-Landscaped:Kid Playground,FOREST HILL REAL ESTATE INC.,Willowdale,4,1,362.0,2.0,6579.000000000001
C4630759,M2N4M8,2999000,Single Family,"184 HOLMES AVE|Toronto, Ontario M2N4M8",-79.4015624,43.780833,House,6.0,4 + 2,2.0,50 x 120 FT,RIGHT AT HOME REALTY INVESTMENTS GROUP,Willowdale,4,2,184.0,4.0,6000.0
C4630442,M2N2B2,3388000,Single Family,"128 HOUNSLOW AVE|Toronto, Ontario M2N2B2",-79.4206511,43.7744541,House,7.0,4 + 1,2.0,51 x 131.6 FT,ROYAL LEPAGE TERREQUITY REALTY,Willowdale,4,1,128.0,2.0,6711.599999999999
C4630245,M2R1H7,2688888,Single Family,"403 HOUNSLOW AVE|Toronto, Ontario M2R1H7",-79.4343042,43.7709505,House,7.0,4 + 2,2.0,50 x 131.83 FT,RE/MAX REALTRON REALTY INC.,Willowdale,4,2,403.0,7.0,6591.500000000001
C4630108,M2N4L7,3388000,Single Family,"321 BYNG AVE|Toronto, Ontario M2N4L7",-79.3941504,43.7811946,House,6.0,4 + 1,2.0,47 x 156.37 FT ; Fantastic Southern Extra Deep Lot,RE/MAX REALTRON BIJAN BARATI REAL ESTATE,Willowdale,4,1,321.0,6.0,7349.39
C4629963,M2N2Z2,2588000,Single Family,|,-79.39064609999998,43.7637044,House,5.0,4 + 2,2.0,50 x 139.5 FT ; Back 56.44'See Survey,SOLTANIAN REAL ESTATE INC.,Willowdale,4,2,,,6975.0
30776964,M1T1E3,1100000,Single Family,"35 COMMONS Drive|Toronto, Ontario M1T1E3",-79.318683,43.77386,House,1.0,3,1.0,under 1/2 acre,REVEL REALTY INC.,Scarborough--Agincourt,3,0,35.0,8.0,21780.0
C4629623,M3A3G3,5995000,Single Family,"12 TETBURY CRES|Toronto, Ontario M3A3G3",-79.3399108,43.7545561,House,5.0,4 + 1,2.0,73.06 x 137.53 FT ; Rear Pies Out To 127.76',RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley East / Don Valley-Est,4,1,12.0,3.0,10047.9418
C4629482,M2L2B6,6888000,Single Family,"36 FARRINGTON DR|Toronto, Ontario M2L2B6",-79.375176,43.7581808,House,3.0,4 + 1,2.0,80 x 140 FT ; Regular Shaped W/Unobstructed View,HOMELIFE NEW WORLD REALTY INC.,Don Valley West / Don Valley-Ouest,4,1,36.0,9.0,11200.0
C4629425,M2N3K6,3750000,Single Family,"224 HOLLYWOOD AVE|Toronto, Ontario M2N3K6",-79.3999642,43.768532,House,7.0,4 + 1,2.0,50 x 131.5 FT,RIGHT AT HOME REALTY INC.,Willowdale,4,1,224.0,8.0,6575.0
C4629191,M2L1X1,3498000,Single Family,"4 BACHELOR PL|Toronto, Ontario M2L1X1",-79.3790772,43.7513869,House,5.0,4 + 1,,86.75 x 178.04 FT ; Pies Out,ROYAL LEPAGE REAL ESTATE SERVICES KATY TORABI,Don Valley West / Don Valley-Ouest,4,1,4.0,4.0,15444.97
C4628660,M2M4A9,1349900,Single Family,"308 GOLDENWOOD RD|Toronto, Ontario M2M4A9",-79.379487,43.802955600000004,House,4.0,3 + 1,2.0,31.75 x 153.85 FT,RE/MAX EMPIRE REALTY,Don Valley North / Don Valley-Nord,3,1,308.0,2.0,4884.7375
C4628621,M2N3Y6,1888800,Single Family,"147 PARKVIEW AVE|Toronto, Ontario M2N3Y6",-79.4050298,43.772653399999996,House,2.0,3,2.0,45 x 122 FT ; Regular Southern Lot On Parkview Ave!,RE/MAX REALTRON BIJAN BARATI REAL ESTATE,Willowdale,3,0,147.0,3.0,5490.0
C4628465,M3H3J8,2649000,Single Family,"141 YEOMANS RD|Toronto, Ontario M3H3J8",-79.442545,43.753744399999995,House,5.0,4 + 1,2.0,41.01 x 131.25 FT,HARVEY KALLES REAL ESTATE LTD.,York Centre / York-Centre,4,1,141.0,6.0,5382.5625
C4628429,M2M1S7,2088000,Single Family,"48 ALTAMONT RD|Toronto, Ontario M2M1S7",-79.4275539,43.7804232,House,5.0,4,2.0,53 x 150 FT,RE/MAX REALTRON REALTY INC.,Willowdale,4,0,48.0,3.0,7950.0
C4628403,M2R2T4,1429110,Single Family,"32 SUNNYCREST RD|Toronto, Ontario M2R2T4",-79.4546847,43.7842027,House,4.0,4 + 1,2.0,55 x 110 FT ; Subject To Ease Over Rear 5' As In B7409,RIGHT AT HOME REALTY INC.,York Centre / York-Centre,4,1,32.0,5.0,6050.0
C4628249,M2M2K4,1499000,Single Family,"190 NORTHWOOD DR|Toronto, Ontario M2M2K4",-79.4018304,43.7939204,House,2.0,4,2.0,67 x 188.67 FT ; Irregular,HOMELIFE LANDMARK REALTY INC.,Willowdale,4,0,190.0,1.0,12640.89
C4627891,M2M3M3,2999000,Single Family,"38 CASWELL DR|Toronto, Ontario M2M3M3",-79.400317,43.7977241,House,7.0,5 + 1,2.0,60 x 136.97 FT ; Slightly Narrower In The Back,SUTTON WEST REALTY INC.,Willowdale,5,1,38.0,2.0,8218.2
C4627491,M2P1X8,3480000,Single Family,"153 FENN AVE|Toronto, Ontario M2P1X8",-79.3930828,43.7520869,House,6.0,5,2.0,60.08 x 124.08 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,Don Valley West / Don Valley-Ouest,5,0,153.0,9.0,7454.7264
C4627460,M2J2N7,1599000,Single Family,"2 ALAMOSA DR|Toronto, Ontario M2J2N7",-79.3728444,43.7889891,House,4.0,5,,58.52 x 125 FT,ENGEL & VOLKERS RICHMOND HILL,Don Valley North / Don Valley-Nord,5,0,2.0,2.0,7315.0
C4627377,M2N3V7,2785000,Single Family,"402 EMPRESS AVE|Toronto, Ontario M2N3V7",-79.393168,43.7739103,House,5.0,4 + 1,2.0,42 x 128 FT,KELLER WILLIAMS REALTY SOLUTIONS,Willowdale,4,1,402.0,6.0,5376.0
C4627285,M2P1Y2,4350000,Single Family,"196 FENN AVE|Toronto, Ontario M2P1Y2",-79.3971086,43.7519744,House,7.0,4 + 1,2.0,54.72 x 121.91 FT,HARVEY KALLES REAL ESTATE LTD.,Don Valley West / Don Valley-Ouest,4,1,196.0,7.0,6670.9151999999995
30776593,M2N3V7,2785000,Single Family,"402 Empress Avenue|Toronto, Ontario M2N3V7",-79.39310400000002,43.77367,House,5.0,4 + 1,2.0,under 1/2 acre,KELLER WILLIAMS REALTY SOLUTIONS,Willowdale,4,1,402.0,6.0,21780.0
N4627110,L3T1A8,3299000,Single Family,"344 STEELES AVE E|Markham, Ontario L3T1A8",-79.389747,43.8047415,House,4.0,6,,121 x 150 FT,AIMHOME REALTY INC.,Markham--Thornhill,6,0,344.0,2.0,18150.0
C4627199,M2M2E2,1899900,Single Family,"95 RISEBROUGH AVE|Toronto, Ontario M2M2E2",-79.3938561,43.7908411,House,3.0,4 + 2,2.0,64.5 x 128.75 FT,HOMELIFE NEW WORLD REALTY INC.,Willowdale,4,2,95.0,5.0,8304.375
C4626859,M2M1C5,1588800,Single Family,"25 TEFLEY RD|Toronto, Ontario M2M1C5",-79.4290048,43.782814200000004,House,2.0,3 + 2,1.0,66.01 x 122 FT ; Irregular As Per New Geowarehouse,RIGHT AT HOME REALTY INC.,Willowdale,3,2,25.0,7.0,8053.22
E4626467,M1W1T6,789000,Single Family,"49 HEATHERSIDE DR|Toronto, Ontario M1W1T6",-79.3240008,43.79744829999999,House,3.0,3 + 1,1.0,30 x 110 FT,HOMECOMFORT REALTY INC.,Scarborough--Agincourt,3,1,49.0,4.0,3300.0
C4626483,M2N1V9,2695000,Single Family,"225 BURNETT AVE|Toronto, Ontario M2N1V9",-79.42219,43.7622805,House,6.0,4 + 1,2.0,50 x 117.66 FT ; Regular- Sunny South Exposed-Fenced,ROYAL LEPAGE TERREQUITY REALTY,Willowdale,4,1,225.0,9.0,5883.0
C4626218,M2K2C1,2499900,Single Family,"18 HEATHVIEW AVE|Toronto, Ontario M2K2C1",-79.38423759999998,43.781368,House,4.0,5 + 2,1.0,70 x 167.09 FT,SUTTON GROUP-ASSOCIATES REALTY INC.,Don Valley North / Don Valley-Nord,5,2,18.0,9.0,11696.300000000001
E4625873,M1T1H6,1185000,Single Family,"1780 PHARMACY AVE|Toronto, Ontario M1T1H6",-79.3174424,43.7753157,House,3.0,3 + 3,1.0,50 x 183 FT ; North Side Is 213 Feet,HOMELIFE LANDMARK REALTY INC.,Scarborough--Agincourt,3,3,1780.0,7.0,9150.0
