MlsNumber,PostalCode,Price,PropertyType,Address,Longitude,Latitude,BuildingType,Bathrooms,Bedrooms,Stories,Size,RealEstateCompany,FullBedrooms,OtherRooms,LotArea,ElectoralDiv
N4475459,L6A1G2,7500000.0,Single Family,"728 WOODLAND ACRES CRES|Vaughan, Ontario L6A1G2",-79.4724643,43.8979475,House,9.0,5 + 1,2.0,1.68 Acre   ; Irregular - 134.76 Ft Frontage|1/2 - 1.99 acres,AVENUE REALTY INC.,5.0,1,73180.8,King--Vaughan
N4475148,L4C2V2,999000.0,Single Family,"394 TAYLOR MILLS DR N|Richmond Hill, Ontario L4C2V2",-79.422638,43.89110529999999,House,2.0,3 + 1,1.5,52.39 x 102.7 FT,RE/MAX REALTRON REALTY INC.,3.0,1,5380.453,Richmond Hill
N4474334,L4C9T4,1699000.0,Single Family,"35 WHALEN CRT|Richmond Hill, Ontario L4C9T4",-79.4655416,43.888401,House,4.0,4,2.0,49.21 x 109.91 FT ; Fully Fenced Yard W/Mature Trees,RE/MAX REALTRON BARRY COHEN HOMES INC.,4.0,0,5408.6711,Aurora--Oak Ridges--Richmond Hill
N4470131,L4E0S9,1308000.0,Single Family,"71 MILOS RD|Richmond Hill, Ontario L4E0S9",-79.4694437,43.9226513,House,4.0,4,2.0,44 x 90 FT,RE/MAX PREMIER INC.,4.0,0,3960.0,Aurora--Oak Ridges--Richmond Hill
N4469992,L4C4G5,1680000.0,Single Family,"195 RUMBLE AVE|Richmond Hill, Ontario L4C4G5",-79.4487705,43.8794412,House,4.0,4,2.0,66.01 x 328.75 FT,LIVING REALTY INC.,4.0,0,21700.7875,Richmond Hill
N4469612,L4S2H4,1499999.0,Single Family,"147 TOPOROWSKI AVE|Richmond Hill, Ontario L4S2H4",-79.3953655,43.893395,House,5.0,5,2.0,39.37 x 109.91 FT,HOMELIFE/BAYVIEW REALTY INC.,5.0,0,4327.1567,Aurora--Oak Ridges--Richmond Hill
N4468986,L6A1G1,3800000.0,Single Family,"55 MACAMO CRT|Vaughan, Ontario L6A1G1",-79.4718231,43.8905233,House,7.0,5 + 2,2.0,73 x 340 FT   ; 180 Back 400 South 1.07 Acres|1/2 - 1.99 acres,HOMELIFE LANDMARK REALTY INC.,5.0,2,24820.0,King--Vaughan
N4466953,L4C8B3,2488000.0,Single Family,"118 NAUGHTON DR|Richmond Hill, Ontario L4C8B3",-79.4530065,43.8940128,House,5.0,5 + 1,2.0,66.25 x 171 FT ; W: 171 Ft; E: 140 Ft,NU STREAM REALTY (TORONTO) INC.,5.0,1,11328.75,Aurora--Oak Ridges--Richmond Hill
N4466345,L4C4H7,1088000.0,Single Family,"186 DRISCOLL RD|Richmond Hill, Ontario L4C4H7",-79.44852540000002,43.8813286,House,2.0,3 + 1,1.0,50 x 120 FT ; Pie Lot 120.11 Ft X 49.98 Ft X 121.08,CENTURY 21 HERITAGE GROUP LTD.,3.0,1,6000.0,Richmond Hill
N4465832,L6A1G2,4700000.0,Single Family,"660 WOODLAND ACRES CRES|Vaughan, Ontario L6A1G2",-79.47482690000002,43.896612299999994,House,5.0,5,2.0,130.04 x 502.57 FT   ; 1.93 Acres As Per Mpac|1/2 - 1.99 acres,AVENUE REALTY INC.,5.0,0,65354.20279999999,King--Vaughan
N4460474,L6C0T8,1190000.0,Single Family,|,-79.3780449,43.9085917,House,4.0,4,3.0,8 x 31.64 M,HOMELIFE NEW WORLD REALTY INC.,4.0,0,253.12,Markham--Unionville
N4458066,L4C1X4,1199800.0,Single Family,"96 BAKER AVE|Richmond Hill, Ontario L4C1X4",-79.4350886,43.8731479,House,4.0,3 + 4,1.0,50 x 150 FT,ROYAL LEPAGE SIGNATURE REALTY,3.0,4,7500.0,Richmond Hill
N4456349,L4C9Z4,1489000.0,Single Family,"63 YORKLAND ST|Richmond Hill, Ontario L4C9Z4",-79.438415,43.893271899999995,House,3.0,4 + 1,2.0,13.34 x 39.38 M,RE/MAX HALLMARK REALTY LTD.,4.0,1,525.3292,Aurora--Oak Ridges--Richmond Hill
N4451816,L4C1A4,1390000.0,Single Family,"94 CENTRE ST E|Richmond Hill, Ontario L4C1A4",-79.4339287,43.8766641,House,2.0,3,1.5,50 x 208 FT ; Backs To Park,CENTURY 21 HERITAGE GROUP LTD.,3.0,0,10400.0,Richmond Hill
N4447255,L7B1L4,2199990.0,Single Family,"50 RIA CRT|King, Ontario L7B1L4",-79.5069386527617,43.926615370814,House,5.0,4 + 2,2.0,"56.41 x 174 FT ; West Side 152 Ft, Rear 69 Ft",RE/MAX EDGE REALTY INC.,4.0,2,9815.34,King--Vaughan
N4438944,L6A4L5,2599000.0,Single Family,"8 MIDVALE HEIGHTS LANE|Vaughan, Ontario L6A4L5",-79.4845158,43.877713,House,7.0,4,2.0,50 x 110 FT,KELLER WILLIAMS REALTY CENTRES,4.0,0,5500.0,King--Vaughan
N4435310,L6C1C2,8180000.0,Single Family,"62 CACHET PKWY|Markham, Ontario L6C1C2",-79.35461219999998,43.885454700000004,House,9.0,6 + 1,2.0,167.71 x 347.77 Acre   ; Irregular As Per Survey 1.57 Acres|1/2 - 1.99 acres,HOMELIFE LANDMARK REALTY INC.,6.0,1,15148861.2,Markham--Unionville
N4435000,L4S0H3,1588000.0,Single Family,"30 BAWDEN DR|Richmond Hill, Ontario L4S0H3",-79.39315429999998,43.9083876,House,3.0,4,2.0,36 x 88 FT,CENTURY 21 ATRIA REALTY INC.,4.0,0,3168.0,Aurora--Oak Ridges--Richmond Hill
N4422712,L6C2T3,3680000.0,Single Family,"27 ODESSA CRES|Markham, Ontario L6C2T3",-79.3441663,43.8798975,House,6.0,4,2.0,98.42 x 163.28 FT ; As Per Survey,HARVEY KALLES REAL ESTATE LTD.,4.0,0,16070.0176,Markham--Unionville
N4419788,L4B3Z7,3100000.0,Single Family,"232A BOAKE TR|Richmond Hill, Ontario L4B3Z7",-79.40030809999998,43.8759255,House,6.0,5,2.0,60 x 182.64 FT,RE/MAX KL HOMES REALTY,5.0,0,10958.4,Richmond Hill
N4418935,L7B0B6,1980000.0,Single Family,"2 NICORT RD|King, Ontario L7B0B6",-79.504879,43.93126510000001,House,4.0,4,2.0,64.76 x 152 FT,HAMMOND INTERNATIONAL PROPERTIES LIMITED,4.0,0,9843.52,King--Vaughan
N4418375,L4E3S7,2480000.0,Single Family,"7 MATHIAS CRT|Richmond Hill, Ontario L4E3S7",-79.422315,43.9160496,House,6.0,4 + 2,2.0,147.64 x 347 FT   ; 1.16 Acres|1/2 - 1.99 acres,LIVING REALTY INC.,4.0,2,51231.08,Aurora--Oak Ridges--Richmond Hill
N4414959,L6C1A9,3590000.0,Single Family,"26 RYAN CRES|Markham, Ontario L6C1A9",-79.3554728,43.8906895,House,5.0,5 + 1,2.0,175.69 x 246.99 FT|1/2 - 1.99 acres,RE/MAX EXCEL REALTY LTD.,5.0,1,43393.6731,Markham--Unionville
N4409160,L6A4Y3,2188800.0,Single Family,"64 KEATLEY DR|Vaughan, Ontario L6A4Y3",-79.46597990000002,43.8722685,House,6.0,4,3.0,12.5 x 43.1 M ; Irregular,RE/MAX HARTLAND REALTY,4.0,0,538.75,King--Vaughan
N4408132,L6A0P7,1298000.0,Single Family,|,-79.4682132,43.8751295,House,3.0,3,1.0,13.62 x 36.49 M ; Irregular,RE/MAX PREMIER INC.,3.0,0,496.9938,King--Vaughan
N4398709,L6A4T9,3488000.0,Single Family,"33 KAIA CRT|Vaughan, Ontario L6A4T9",-79.48349,43.8737031,House,7.0,5 + 2,2.0,60 x 148 FT ; Irregular,ZOLO REALTY,5.0,2,8880.0,King--Vaughan
N4395619,L4E5E3,1889000.0,Single Family,"116 SELWYN RD|Richmond Hill, Ontario L4E5E3",-79.4683396,43.90745070000001,House,4.0,4 + 1,2.0,54.59 x 104.63 FT,CLOUD REALTY,4.0,1,5711.7517,Aurora--Oak Ridges--Richmond Hill
N4390324,L4C3M9,1199000.0,Single Family,"168 FELIX RD|Richmond Hill, Ontario L4C3M9",-79.4211787,43.8849593,House,2.0,3 + 1,1.0,68.78 x 195.04 FT ; Irregular At Lot Front,CENTURY 21 ALPHA REALTY INC.,3.0,1,13414.8512,Richmond Hill
N4347288,L6A1G2,4200000.0,Single Family,"420 WOODLAND ACRES CRES|Vaughan, Ontario L6A1G2",-79.48063379999998,43.8917185,House,9.0,5 + 1,2.0,178.67 FT   ; Irrg Lot. See Attached Survey|1/2 - 1.99 acres,AVENUE REALTY INC.,5.0,1,86684.4,King--Vaughan
N4345020,L4E3L8,4988000.0,Single Family,"203 FOREST RIDGE RD|Richmond Hill, Ontario L4E3L8",-79.42032979999998,43.926511299999994,House,8.0,6,2.0,383.95 x 421.09 FT   ; 4.24 Acres As Per Mpac. Irregular|2 - 4.99 acres,AVENUE REALTY INC.,6.0,0,161677.5055,Aurora--Oak Ridges--Richmond Hill
N4342708,L4E3L8,2988000.0,Single Family,"60 FOREST RIDGE RD|Richmond Hill, Ontario L4E3L8",-79.42590129999998,43.9236193,House,6.0,4 + 1,1.0,2.57 x 2.57 Acre,ROYAL LEPAGE YOUR COMMUNITY REALTY,4.0,1,111949.2,Aurora--Oak Ridges--Richmond Hill
N4272425,L4E3L9,5980000.0,Single Family,"65 HIGH OAK TR|Richmond Hill, Ontario L4E3L9",-79.426048,43.930558500000004,House,7.0,5 + 1,2.0,145.55 x 2.45 FT   ; Irregualar 2.45|2 - 4.99 acres,HAMMOND INTERNATIONAL PROPERTIES LIMITED,5.0,1,356.59750000000014,Aurora--Oak Ridges--Richmond Hill
N4033431,L4E3L4,3500000.0,Single Family,"LOT 6 TOWER CRT|Richmond Hill, Ontario L4E3L4",-79.47360359999998,43.9136459,House,5.0,5,2.0,50 x 358 FT   ; Irregular|1/2 - 1.99 acres,TERRA REALTY INC.,5.0,0,17900.0,Aurora--Oak Ridges--Richmond Hill
N3165801,L6A1G1,4995000.0,Single Family,"22 WOODLAND ACRES CRES|Vaughan, Ontario L6A1G1",-79.4692323,43.8860385,House,6.0,5,2.0,120.24 x 383.5 FT   ; Irreg|1/2 - 1.99 acres,MY MOVE REALTY,5.0,0,46112.04,King--Vaughan
30768697,M1B1J9,628000.0,Single Family,"272 BURROWS HALL Boulevard|Scarborough, Ontario M1B1J9",-79.22483100000002,43.795012,House,2.0,4,2.0,under 1/2 acre,Century 21 B.J. Roth Realty Ltd. Brokerage,4.0,0,21780.0,Scarborough North / Scarborough-Nord
H4064542,M4N1C7,3598000.0,Single Family,"107 STRATFORD Crescent|Toronto, Ontario M4N1C7",-79.38568199999997,43.720446,House,4.0,4,2.0,67.5 x 107.5|under 1/2 acre,Royal LePage Macro Realty,4.0,0,21780.0,Don Valley West / Don Valley-Ouest
N4591169,L3T3H7,1177000.0,Single Family,"99 ROMFIELD CRCT|Markham, Ontario L3T3H7",-79.4121647,43.8284409,House,3.0,3,,45 x 175 FT,CENTURY 21 HERITAGE GROUP LTD.,3.0,0,7875.0,Thornhill
E4591144,M1V2X7,1088000.0,Single Family,"180 PORT ROYAL TR|Toronto, Ontario M1V2X7",-79.2907909,43.81659439999999,House,4.0,3 + 3,2.0,60.21 x 109.26 FT,CENTURY 21 KING'S QUAY REAL ESTATE INC.,3.0,3,6578.5446,Scarborough North / Scarborough-Nord
C4591260,M3C2M1,6780000.0,Single Family,"5 ROYAL OAK DR|Toronto, Ontario M3C2M1",-79.36360570000002,43.7273081,House,7.0,4 + 1,2.0,103 x 148 FT,RE/MAX REALTRON BARRY COHEN HOMES INC.,4.0,1,15244.0,Don Valley West / Don Valley-Ouest
C4591129,M2J2V8,900888.0,Single Family,"100 CLANCY DR|Toronto, Ontario M2J2V8",-79.3563021,43.7866979,House,2.0,3 + 2,1.0,31 x 120.04 FT,CENTURY 21 LEADING EDGE REALTY INC.,3.0,2,3721.24,Don Valley North / Don Valley-Nord
C4591112,M2N2Z2,2599000.0,Single Family,"19 IRVINGTON CRES|Toronto, Ontario M2N2Z2",-79.39064609999998,43.7637044,House,5.0,4 + 2,2.0,50.05 x 139.5 FT ; Back 56.44'See Survey,SOLTANIAN REAL ESTATE INC.,4.0,2,6981.9749999999985,Willowdale
C4590941,M4N2C4,8800000.0,Single Family,"27 TEDDINGTON PARK AVE|Toronto, Ontario M4N2C4",-79.40279620000003,43.733006,House,8.0,5 + 1,3.0,"71 x 180 FT ; Easement, Refer To Survey",HARVEY KALLES REAL ESTATE LTD.,5.0,1,12780.0,Don Valley West / Don Valley-Ouest
C4590868,M2H2A8,1100000.0,Single Family,"70 MCNICOLL AVE|Toronto, Ontario M2H2A8",-79.36510159999997,43.803455,House,2.0,4,2.0,50 x 115 FT ; 65' Wide At Rear,J.J. BARRON AND ASSOCIATES REALTY INC,4.0,0,5750.0,Don Valley North / Don Valley-Nord
C4590874,M2H1C1,1278000.0,Single Family,"3 WEATHERSTONE CRES|Toronto, Ontario M2H1C1",-79.3745821,43.794493700000004,House,4.0,4 + 1,2.0,54.55 x 110 FT,HOME ONE REALTY INC.,4.0,1,6000.5,Don Valley North / Don Valley-Nord
N4590721,L3T1A8,3399000.0,Single Family,|,-79.389747,43.8047415,House,4.0,6,,121 x 150 FT,AIMHOME REALTY INC.,6.0,0,18150.0,Markham--Thornhill
N4590627,L4J8K9,3699000.0,Single Family,"43 GOLFER'S GATE|Vaughan, Ontario L4J8K9",-79.4347947,43.8042347,House,6.0,5 + 2,2.0,73.82 x 131.2 FT,HOMELIFE GOLD PACIFIC REALTY INC.,5.0,2,9685.183999999996,Thornhill
E4590830,M1V1H8,788000.0,Single Family,"8 MONTEZUMA TR|Toronto, Ontario M1V1H8",-79.2801517,43.806945899999995,House,4.0,4 + 2,2.0,30 x 100 FT,ROYAL LEPAGE YOUR COMMUNITY REALTY,4.0,2,3000.0,Scarborough North / Scarborough-Nord
E4590822,M1C1E9,999000.0,Single Family,"385 MORRISH RD|Toronto, Ontario M1C1E9",-79.17270970000001,43.789139399999996,House,4.0,4 + 4,,56.79 x 103.7 FT,RE/MAX ROYAL TEAM SACHDEVA REALTY,4.0,4,5889.123000000001,Scarborough--Rouge Park
E4590781,M1B2T5,779900.0,Single Family,"32 MOONBEAM GRVE|Toronto, Ontario M1B2T5",-79.2067158,43.80699620000001,House,2.0,3 + 2,1.0,57.22 x 153 M,RE/MAX ROYAL PROPERTIES REALTY,3.0,2,8754.66,Scarborough--Rouge Park
E4590673,M1G2L4,729900.0,Single Family,"7 LAKELAND CRES|Toronto, Ontario M1G2L4",-79.2123125,43.7692784,House,2.0,3 + 1,1.0,44.94 x 115 FT,RIGHT AT HOME REALTY INC.,3.0,1,5168.0999999999985,Scarborough--Guildwood
C4590821,M2J2C1,999900.0,Single Family,"14 CLAREVILLE CRES|Toronto, Ontario M2J2C1",-79.36207979999998,43.776153,House,2.0,5,,38 x 112.75 FT,RE/MAX WEST REALTY INC.,5.0,0,4284.5,Don Valley North / Don Valley-Nord
N4590461,L4J8K8,1890000.0,Single Family,"127 FLAMINGO RD|Vaughan, Ontario L4J8K8",-79.4447429,43.821281299999995,House,4.0,4 + 1,2.0,45.56 x 125 FT ; Irreg,HOMELIFE GOLD PACIFIC REALTY INC.,4.0,1,5695.0,Thornhill
N4590307,L4J5N5,1399888.0,Single Family,"27 BRADBEER CRES|Vaughan, Ontario L4J5N5",-79.4266693,43.80128660000001,House,4.0,4 + 2,2.0,40 x 100.98 M,CENTURY 21 LEADING EDGE REALTY INC.,4.0,2,4039.2,Thornhill
E4590383,M1G3J4,699000.0,Single Family,"19 BOW VALLEY DR|Toronto, Ontario M1G3J4",-79.2054818,43.7716966,House,2.0,3,,43 x 135 FT ; Ravine!,HOMELIFE/VISION REALTY INC.,3.0,0,5805.0,Scarborough--Guildwood
E4590328,M1E1Z3,660000.0,Single Family,"64 POPLAR RD|Toronto, Ontario M1E1Z3",-79.18705859999999,43.756038000000004,House,1.0,2,1.0,71.83 x 150 FT,RE/MAX WEST REALTY INC.,2.0,0,10774.5,Scarborough--Guildwood
E4590282,M1P3R9,769000.0,Single Family,"171 BIRKDALE RD|Toronto, Ontario M1P3R9",-79.2649748,43.7628734,House,3.0,5,,45.71 x 150.68 FT ; Widens To 50.59' At Rear Of Lot,ROYAL LEPAGE/J & D DIVISION,5.0,0,6887.5828,Scarborough Centre / Scarborough-Centre
E4590174,M1B2C9,849999.0,Single Family,"11 FIRESIDE DR|Toronto, Ontario M1B2C9",-79.17453929999998,43.805921999999995,House,5.0,3 + 3,,39 x 108.24 FT,RE/MAX CROSSROADS REALTY INC.,3.0,3,4221.36,Scarborough--Rouge Park
C4590568,M5M1P4,2488000.0,Single Family,"105 BROOKDALE AVE|Toronto, Ontario M5M1P4",-79.4070225,43.7290092,House,4.0,4 + 1,2.0,25 x 110 FT ; **T/W Ca363935; S City Of Toronto,ROYAL LEPAGE TERREQUITY OXLEYROBERT REAL ESTATE,4.0,1,2750.0,Eglinton--Lawrence
C4590507,M2N3T5,2198888.0,Single Family,"79 EMPRESS AVE|Toronto, Ontario M2N3T5",-79.4088666,43.769951299999995,House,2.0,3 + 3,1.0,50 x 126.5 FT,CENTURY 21 LEADING EDGE REALTY INC.,3.0,3,6325.0,Willowdale
C4590450,M2M2G3,2298000.0,Single Family,"427 CUMMER AVE|Toronto, Ontario M2M2G3",-79.397944,43.79103320000001,House,6.0,4 + 1,2.0,50 x 191 FT,TOP CANADIAN REALTY INC.,4.0,1,9550.0,Willowdale
C4590377,M4N1W9,1338000.0,Single Family,"148 RANLEIGH AVE|Toronto, Ontario M4N1W9",-79.39827779999997,43.7286654,House,2.0,3,2.0,17.17 x 148 FT,RE/MAX PREMIER INC.,3.0,0,2541.1600000000008,Don Valley West / Don Valley-Ouest
C4590300,M4R1T4,2236000.0,Single Family,"85 CHUDLEIGH AVE|Toronto, Ontario M4R1T4",-79.40754749999998,43.722885299999994,House,4.0,4 + 1,2.0,30 x 142 FT,SOTHEBY'S INTERNATIONAL REALTY CANADA,4.0,1,4260.0,Eglinton--Lawrence
C4590225,M5N1P9,2350000.0,Single Family,"345 BROOKDALE AVE|Toronto, Ontario M5N1P9",-79.414815,43.72737460000001,House,4.0,4 + 1,2.0,25 x 110 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,4.0,1,2750.0,Eglinton--Lawrence
W4589887,M3K1B4,899900.0,Single Family,"70 ANTHONY RD|Toronto, Ontario M3K1B4",-79.46461090000003,43.729737899999996,House,4.0,3,,54.99 x 103.52 FT,KELLER WILLIAMS REAL ESTATE ASSOCIATES,3.0,0,5692.5648,York Centre / York-Centre
N4589664,L3T5P7,1488000.0,Single Family,"49 AILEEN RD|Markham, Ontario L3T5P7",-79.38874609999998,43.8233145,House,5.0,4 + 1,2.0,49.21 x 110.01 FT,RE/MAX REALTRON REALTY INC.,4.0,1,5413.592100000002,Markham--Thornhill
N4589551,L3T1Y3,2650000.0,Single Family,"101 JOHN ST|Markham, Ontario L3T1Y3",-79.4147151,43.8151563,House,8.0,4 + 1,2.0,60.07 x 157.6 FT ; Beautifully Landscaped Mature Treed Lot,SUTTON GROUP-ADMIRAL REALTY INC.,4.0,1,9467.032,Thornhill
E4590085,M1B3H3,674900.0,Single Family,"39 SHEPMORE TERR|Toronto, Ontario M1B3H3",-79.2301981,43.8025412,House,2.0,3,2.0,27.19 x 114.49 FT,RE/MAX REALTRON AD TEAM REALTY,3.0,0,3112.9831,Scarborough North / Scarborough-Nord
E4590134,M1W1K3,899000.0,Single Family,"18 CASTLEMERE CRES|Toronto, Ontario M1W1K3",-79.31728829999999,43.78556070000001,House,2.0,3,,55 x 100 FT ; West Facing Back Garden,RE/MAX ULTIMATE REALTY INC.,3.0,0,5500.0,Scarborough--Agincourt
E4590101,M1P3R7,850000.0,Single Family,"155 BIRKDALE RD|Toronto, Ontario M1P3R7",-79.2625115,43.76118320000001,House,2.0,3,2.0,"53.48 x 114.5 FT ; 53,48 X 111.3 X 52.36 X 118.07",TRUECITY REALTY INC.,3.0,0,6123.46,Scarborough Centre / Scarborough-Centre
E4590034,M1V2E6,758800.0,Single Family,"90 JAMES PARK SQ|Toronto, Ontario M1V2E6",-79.2840515,43.815509399999996,House,3.0,3,2.0,20.81 x 156.53 FT,RE/MAX ROYAL TEAM SACHDEVA REALTY,3.0,0,3257.3893,Scarborough North / Scarborough-Nord
E4590010,L1P0C5,1049800.0,Single Family,"31 ST. IVES CRES|Whitby, Ontario L1P0C5",-79.3906969217619,43.725398859322006,House,5.0,4 + 1,2.0,36 x 100 FT,HOMELIFE/FUTURE REALTY INC.,4.0,1,3600.0,Don Valley West / Don Valley-Ouest
E4589998,M1T1P7,1150000.0,Single Family,"48 BRIDLEWOOD BLVD|Toronto, Ontario M1T1P7",-79.3154395,43.78021070000001,House,3.0,4,2.0,100 x 40 FT,CENTURY 21 ALL-PRO REALTY (1993) LTD.,4.0,0,4000.0,Scarborough--Agincourt
E4589738,M1M1V7,675000.0,Single Family,"100 MINERVA AVE|Toronto, Ontario M1M1V7",-79.24500479999998,43.7222259,House,2.0,3,1.0,42 x 100 FT,RE/MAX ULTIMATE REALTY INC.,3.0,0,4200.0,Scarborough Southwest / Scarborough-Sud-Ouest
E4589687,M1E4B6,1298000.0,Single Family,"17 ATKINSON AVE|Toronto, Ontario M1E4B6",-79.1642073,43.7747127,House,6.0,5 + 2,2.0,50 x 190 FT,AIMHOME REALTY INC.,5.0,2,9500.0,Scarborough--Rouge Park
E4589653,M1R4A5,679900.0,Single Family,"17 COMPTON DR|Toronto, Ontario M1R4A5",-79.292745,43.75098060000001,House,1.0,3,1.5,63 x 81.54 FT,ROYAL LEPAGE EXCEPTIONAL REAL ESTATE SERVICES,3.0,0,5137.02,Scarborough Centre / Scarborough-Centre
E4589580,M1J1N7,899000.0,Single Family,"116 SEMINOLE AVE E|Toronto, Ontario M1J1N7",-79.2432312,43.748011299999995,House,4.0,3 + 3,1.0,45 x 140 FT,RIGHT AT HOME REALTY INC.,3.0,3,6300.0,Scarborough Centre / Scarborough-Centre
E4589567,M1E3K2,789000.0,Single Family,"88 WOODGARDEN CRES|Toronto, Ontario M1E3K2",-79.170009,43.7682104,House,2.0,3 + 1,1.0,67.95 x 89 FT,ROYAL HERITAGE REALTY LTD.,3.0,1,6047.55,Scarborough--Rouge Park
C4590105,M2N4L3,2198000.0,Single Family,"236 BYNG AVE|Toronto, Ontario M2N4L3",-79.400308,43.7800202,House,4.0,4 + 1,2.0,45 x 119.87 FT,EASTIDE REALTY INC.,4.0,1,5394.1500000000015,Willowdale
C4590086,M2J5G6,2228800.0,Single Family,"17 GREEN MEADOWS CIRC|Toronto, Ontario M2J5G6",-79.36598149999998,43.7864232,House,6.0,5 + 1,2.0,48.92 x 104.96 FT,TRADEWORLD REALTY INC,5.0,1,5134.6432,Don Valley North / Don Valley-Nord
C4589948,M2N4L7,3748800.0,Single Family,"321 BYNG AVE|Toronto, Ontario M2N4L7",-79.3941504,43.7811946,House,6.0,4 + 1,2.0,47 x 156.37 FT ; Fantastic Southern Extra Deep Lot,RE/MAX REALTRON BIJAN BARATI REAL ESTATE,4.0,1,7349.39,Willowdale
C4589934,M3H4S8,1249000.0,Single Family,"63 BARKSDALE AVE|Toronto, Ontario M3H4S8",-79.46255450000002,43.7624323,House,4.0,3 + 2,1.0,50 x 120 FT ; *City Of Toronto,HARVEY KALLES REAL ESTATE LTD.,3.0,2,6000.0,York Centre / York-Centre
C4589905,M2K2C3,1698800.0,Single Family,"73 HEATHVIEW AVE|Toronto, Ontario M2K2C3",-79.385885,43.785172499999994,House,2.0,3,1.0,50 x 120 FT,ROYAL LEPAGE SIGNATURE WALKER REALTY,3.0,0,6000.0,Don Valley North / Don Valley-Nord
C4589904,M3B1K5,1579000.0,Single Family,"40 CHATFIELD DR|Toronto, Ontario M3B1K5",-79.354939,43.7438609,House,3.0,3,1.5,"52 x 141.25 FT ; 12,550.71 Sq Ft As Per Geowarehouse",ROYAL LEPAGE/J & D DIVISION,3.0,0,7345.0,Don Valley East / Don Valley-Est
C4589856,M2N6A2,2488000.0,Single Family,"13 FERNSIDE CRT|Toronto, Ontario M2N6A2",-79.391759,43.776523600000004,House,4.0,4 + 1,2.0,56.86 x 114.38 FT ; Wide 56.68'South Lot In Cul-De-Sac Court,SOLTANIAN REAL ESTATE INC.,4.0,1,6503.6468,Willowdale
C4589839,M2P1A8,5749000.0,Single Family,"18 YORK VALLEY CRES|Toronto, Ontario M2P1A8",-79.39171529999999,43.7419342,House,4.0,3 + 1,2.0,76.99 x 321.37 FT   ; 244.3 (West) 112.26 (Rear) 44.85 (Rear)|1/2 - 1.99 acres,FOREST HILL REAL ESTATE INC.,3.0,1,24742.2763,Don Valley West / Don Valley-Ouest
C4589798,M3A1K2,1295000.0,Single Family,"130 BROADLANDS BLVD|Toronto, Ontario M3A1K2",-79.314185,43.74619660000001,House,2.0,3 + 1,1.0,58 x 110 FT ; 58' Rear,HARVEY KALLES REAL ESTATE LTD.,3.0,1,6380.0,Don Valley East / Don Valley-Est
C4589757,M2K1X2,2680000.0,Single Family,"4 CHALLISTER CRT|Toronto, Ontario M2K1X2",-79.3800395,43.7772527,House,3.0,4,,"77.46 x 129.36 FT ; Irregular With 10,020 Sf Lot Per Mpac",RE/MAX UNIQUE INC.,4.0,0,10020.2256,Don Valley North / Don Valley-Nord
C4589699,M2L2H7,4495000.0,Single Family,"5A CARLUKE CRES|Toronto, Ontario M2L2H7",-79.39035150000002,43.7601198,House,8.0,5 + 1,2.0,"53.5 x 144.75 FT ; 49.31 Lot Front, Pies To 57.84 At Rear",HARVEY KALLES REAL ESTATE LTD.,5.0,1,7744.125,Don Valley West / Don Valley-Ouest
C4589661,M2R1H7,2580000.0,Single Family,"403 HOUNSLOW AVE|Toronto, Ontario M2R1H7",-79.4343042,43.7709505,House,7.0,4 + 2,2.0,50 x 131.83 FT,RE/MAX REALTRON REALTY INC.,4.0,2,6591.500000000001,Willowdale
C4589669,M2M2H3,1798000.0,Single Family,"30 WEDGEWOOD DR|Toronto, Ontario M2M2H3",-79.41506679999998,43.7898333,House,5.0,4 + 1,2.0,54.1 x 209 FT ; Extra Deep 209 Ft!,RIGHT AT HOME REALTY INC.,4.0,1,11306.9,Willowdale
C4589629,M3B1V4,4800000.0,Single Family,"7 PURLING PL|Toronto, Ontario M3B1V4",-79.3748583,43.747042900000004,House,5.0,3 + 1,1.0,85.43 x 190.54 FT ; Pie Shaped,REALOSOPHY REALTY INC.,3.0,1,16277.8322,Don Valley West / Don Valley-Ouest
C4589604,M4A2K4,1025000.0,Single Family,"124 WYNDCLIFF CRES|Toronto, Ontario M4A2K4",-79.3133486,43.73712670000001,House,2.0,4,,50 x 120 FT,ROYAL LEPAGE REAL ESTATE SERVICES LTD.,4.0,0,6000.0,Don Valley East / Don Valley-Est
C4589603,M2L2G9,4798000.0,Single Family,"85 FIFESHIRE RD|Toronto, Ontario M2L2G9",-79.3885701,43.7599346,House,10.0,4 + 1,2.0,156 x 245 FT ; (See Survey),HARVEY KALLES REAL ESTATE LTD.,4.0,1,38220.0,Don Valley West / Don Valley-Ouest
C4589602,M2J3R3,1388800.0,Single Family,"103 PLEASANT VIEW DR|Toronto, Ontario M2J3R3",-79.3330469,43.7843435,House,3.0,4,,"59.06 x 120.08 FT ; S55.38', Entrance From Brian Drive",RE/MAX HALLMARK YU GROUP REALTY LTD.,4.0,0,7091.9248,Don Valley North / Don Valley-Nord
C4589566,M2H2B9,1268000.0,Single Family,"162 MCNICOLL AVE|Toronto, Ontario M2H2B9",-79.3578421,43.799669200000004,House,3.0,4 + 1,2.0,50 x 120 FT,HOMEBOUND REALTY INC.,4.0,1,6000.0,Don Valley North / Don Valley-Nord
